age,sex,admission_category,province,world_region,speaks_official_language,education_level,family_size,field_of_study,previous_occupation,occupation_category,years_of_experience,teer_category,credential_recognition_status,regulated_profession,employment_probability,employed,employment_category,employment_occupation,employment_sector,occupationally_downgraded,annual_income,months_to_employment,rent_to_income_ratio,housing_affordable,affordability_score
30,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,3,Engineering Technology,Auto Mechanic,"Trades, Transport & Equipment Operators",6,TEER 2,Partially Recognized,0,0.8863273012718985,1,"Trades, Transport & Equipment Operators",Truck Driver,Manufacturing,0,60700.0,3,0.42,0,0.713
34,M,Skilled Worker,Ontario,South Asia,1,College,4,Skilled Trades,Production Worker,Manufacturing & Utilities,5,TEER 5,Partially Recognized,0,0.8714413160800064,1,Sales & Service,Food Service Supervisor,Retail Trade,1,41100.0,1,0.61,0,0.591
18,M,Skilled Worker,Ontario,South Asia,1,University,3,Nursing,Pharmacist,Health,0,TEER 1,Not Assessed,1,0.8657349585723855,1,Health,Registered Nurse,Health Care & Social Assistance,0,91300.0,1,0.28,1,0.855
36,M,Skilled Worker,Ontario,South Asia,1,College,2,Human Resources,Accountant,"Business, Finance & Administration",13,TEER 1,Fully Recognized,0,0.8811916074114801,1,"Business, Finance & Administration",HR Specialist,Public Administration,0,70800.0,1,0.36,0,0.764
31,M,Skilled Worker,Ontario,South Asia,1,College,4,Early Childhood Education,Teacher,"Education, Law & Social Services",9,TEER 1,Not Recognized,1,0.8549250181088225,1,"Trades, Transport & Equipment Operators",Plumber,Construction,1,19000.0,9,1.33,0,0.418
37,M,Skilled Worker,Ontario,South Asia,1,College,1,Design,Journalist,"Arts, Culture & Recreation",13,TEER 1,Fully Recognized,0,0.8811916074114801,1,"Arts, Culture & Recreation",Journalist,Information & Cultural Industries,0,84900.0,2,0.3,0,0.832
35,M,Skilled Worker,Ontario,South Asia,1,College,4,Business Administration,Restaurant Manager,Management,11,TEER 0,Fully Recognized,0,0.8811916074114801,1,Management,Construction Manager,Accommodation & Food Services,0,67800.0,1,0.37,0,0.75
31,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,2,Business Administration,Customer Service Representative,Sales & Service,5,TEER 4,Partially Recognized,0,0.8863273012718985,1,Sales & Service,Retail Sales Associate,Accommodation & Food Services,0,83600.0,1,0.3,0,0.829
28,M,Skilled Worker,Ontario,South Asia,1,High School,2,General Studies,Paralegal,"Education, Law & Social Services",6,TEER 1,Not Recognized,1,0.8434021771309801,1,Sales & Service,Customer Service Representative,Accommodation & Food Services,1,50600.0,3,0.5,0,0.64
33,M,Skilled Worker,Ontario,South Asia,1,University,2,Physical Sciences,Civil Engineer,Natural & Applied Sciences,10,TEER 1,Fully Recognized,0,0.8912683888840068,1,Natural & Applied Sciences,Civil Engineer,Manufacturing,0,108800.0,1,0.23,1,0.911
32,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,5,Engineering,Software Developer,Natural & Applied Sciences,7,TEER 1,Fully Recognized,0,0.8912683888840068,1,Natural & Applied Sciences,Data Analyst,Manufacturing,0,89600.0,1,0.28,1,0.859
48,M,Skilled Worker,Ontario,South Asia,0,Postgraduate,3,Information Technology,IT Analyst,Natural & Applied Sciences,15,TEER 1,Partially Recognized,0,0.8598160571634877,1,Sales & Service,Food Service Supervisor,Retail Trade,1,41900.0,3,0.6,0,0.592
29,M,Skilled Worker,Ontario,South Asia,1,University,2,Computer Science,Software Developer,Natural & Applied Sciences,3,TEER 1,Not Assessed,0,0.8703168351769119,1,Natural & Applied Sciences,Mechanical Engineer,Information Technology,0,63400.0,1,0.4,0,0.722
25,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,2,Pharmacy,Pharmacist,Health,0,TEER 1,Not Assessed,1,0.8703168351769119,1,Manufacturing & Utilities,Production Worker,Transportation & Warehousing,1,22200.0,7,1.14,0,0.437
30,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,4,Business Administration,Financial Analyst,"Business, Finance & Administration",1,TEER 1,Fully Recognized,0,0.8832695553891954,1,"Business, Finance & Administration",Accountant,Public Administration,0,74400.0,1,0.34,0,0.783
35,M,Skilled Worker,Ontario,South Asia,1,University,2,Nursing,Dentist,Health,10,TEER 1,Partially Recognized,1,0.8822345526848225,0,Not Employed,Not Employed,Not Applicable,0,0.0,2,1.75,0,0.353
19,M,Skilled Worker,Ontario,South Asia,0,Postgraduate,2,Medicine,Physician,Health,3,TEER 1,Not Recognized,1,0.8297367964280743,1,"Trades, Transport & Equipment Operators",Auto Mechanic,Manufacturing,1,71800.0,1,0.35,0,0.749
26,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,1,Engineering Technology,Electrician,"Trades, Transport & Equipment Operators",0,TEER 2,Not Recognized,0,0.8703168351769119,1,"Trades, Transport & Equipment Operators",Welder,Construction,1,45500.0,1,0.55,0,0.62
31,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,2,Engineering,Mechanical Engineer,Natural & Applied Sciences,3,TEER 1,Partially Recognized,0,0.8780147269152849,1,Natural & Applied Sciences,Data Analyst,Construction,0,67200.0,1,0.38,0,0.744
26,M,Skilled Worker,Ontario,South Asia,1,College,1,Skilled Trades,Auto Mechanic,"Trades, Transport & Equipment Operators",3,TEER 2,Not Assessed,0,0.8586063906194887,1,"Trades, Transport & Equipment Operators",Plumber,Transportation & Warehousing,0,41900.0,2,0.6,0,0.591
45,M,Skilled Worker,Ontario,South Asia,1,University,3,Physical Sciences,IT Analyst,Natural & Applied Sciences,18,TEER 1,Not Recognized,0,0.8758563838253973,1,Sales & Service,Cashier,Retail Trade,1,39600.0,20,0.64,0,0.581
34,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,3,Dentistry,Medical Laboratory Technologist,Health,7,TEER 1,Fully Recognized,1,0.8873309277880431,1,Health,Registered Nurse,Health Care & Social Assistance,0,97900.0,2,0.26,1,0.895
29,M,Skilled Worker,Ontario,South Asia,1,University,4,Business Administration,Cashier,Sales & Service,2,TEER 4,Fully Recognized,0,0.8822345526848225,1,Sales & Service,Customer Service Representative,Accommodation & Food Services,0,45000.0,3,0.56,0,0.621
37,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,2,Health Sciences,Dentist,Health,4,TEER 1,Not Recognized,1,0.862209402206462,0,Not Employed,Not Employed,Not Applicable,0,0.0,18,1.75,0,0.345
33,M,Skilled Worker,Ontario,South Asia,0,University,2,Pharmacy,Dentist,Health,6,TEER 1,Fully Recognized,1,0.8511644112002427,1,Health,Pharmacist,Health Care & Social Assistance,0,65400.0,2,0.39,0,0.724
33,M,Skilled Worker,Ontario,South Asia,1,High School,3,General Studies,Retail Manager,Management,12,TEER 0,Partially Recognized,0,0.862209402206462,1,Management,Construction Manager,Accommodation & Food Services,0,92100.0,7,0.27,1,0.859
27,M,Skilled Worker,Ontario,South Asia,1,University,2,Business Administration,Retail Manager,Management,7,TEER 0,Fully Recognized,0,0.8902954999057695,1,Management,Restaurant Manager,Construction,0,71800.0,5,0.35,0,0.773
28,M,Skilled Worker,Ontario,South Asia,1,High School,2,Skilled Trades,Truck Driver,"Trades, Transport & Equipment Operators",9,TEER 2,Partially Recognized,0,0.8610170498408068,1,"Trades, Transport & Equipment Operators",Electrician,Transportation & Warehousing,0,67500.0,1,0.37,0,0.74
35,M,Skilled Worker,Ontario,South Asia,1,University,1,Pharmacy,Pharmacist,Health,7,TEER 1,Partially Recognized,1,0.8780147269152849,1,Manufacturing & Utilities,Machine Operator,Transportation & Warehousing,1,42000.0,5,0.6,0,0.599
36,M,Skilled Worker,Ontario,South Asia,1,University,2,Mathematics,Mechanical Engineer,Natural & Applied Sciences,9,TEER 1,Fully Recognized,0,0.8873309277880431,1,Natural & Applied Sciences,Data Analyst,Professional Services,0,103100.0,1,0.24,1,0.907
30,M,Skilled Worker,Ontario,South Asia,1,College,3,Information Technology,IT Analyst,Natural & Applied Sciences,7,TEER 1,Partially Recognized,0,0.8714413160800064,1,Sales & Service,Food Service Supervisor,Retail Trade,1,37800.0,3,0.67,0,0.566
34,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,3,Health Sciences,Medical Laboratory Technologist,Health,7,TEER 1,Fully Recognized,1,0.8873309277880431,1,Health,Pharmacist,Health Care & Social Assistance,0,83200.0,2,0.3,0,0.828
33,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,1,Human Resources,Administrative Officer,"Business, Finance & Administration",7,TEER 1,Fully Recognized,0,0.8912683888840068,1,"Business, Finance & Administration",HR Specialist,Finance & Insurance,0,113300.0,1,0.22,1,0.913
31,M,Skilled Worker,Ontario,South Asia,1,High School,2,General Studies,Food Service Supervisor,Sales & Service,6,TEER 4,Not Assessed,0,0.8498931219157079,1,Manufacturing & Utilities,Warehouse Labourer,Manufacturing,1,39100.0,2,0.64,0,0.568
31,M,Skilled Worker,Ontario,South Asia,1,University,5,Social Work,Early Childhood Educator,"Education, Law & Social Services",3,TEER 1,Not Recognized,1,0.8573880170410024,1,Manufacturing & Utilities,Warehouse Labourer,Transportation & Warehousing,1,40900.0,2,0.62,0,0.583
38,M,Skilled Worker,Ontario,South Asia,1,College,3,Hospitality Management,Retail Manager,Management,14,TEER 0,Fully Recognized,0,0.8811916074114801,1,Management,Retail Manager,Retail Trade,0,91000.0,2,0.28,1,0.86
40,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,2,Engineering Technology,Electrician,"Trades, Transport & Equipment Operators",8,TEER 2,Not Recognized,0,0.8758563838253973,1,"Trades, Transport & Equipment Operators",Welder,Manufacturing,0,60100.0,4,0.42,0,0.707
22,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,3,Communications,Food Service Supervisor,Sales & Service,0,TEER 4,Partially Recognized,0,0.8811916074114801,1,Sales & Service,Customer Service Representative,Retail Trade,0,28600.0,8,0.88,0,0.491
33,M,Skilled Worker,Ontario,South Asia,1,University,2,Engineering Technology,Plumber,"Trades, Transport & Equipment Operators",9,TEER 2,Partially Recognized,0,0.8822345526848225,0,Not Employed,Not Employed,Not Applicable,0,0.0,5,1.75,0,0.353
35,M,Skilled Worker,Ontario,South Asia,1,University,3,Pharmacy,Registered Nurse,Health,12,TEER 1,Partially Recognized,1,0.8822345526848225,0,Not Employed,Not Employed,Not Applicable,0,0.0,12,1.75,0,0.353
43,M,Skilled Worker,Ontario,South Asia,1,University,2,Health Sciences,Medical Laboratory Technologist,Health,13,TEER 1,Not Recognized,1,0.8714413160800064,1,"Trades, Transport & Equipment Operators",Electrician,Construction,1,37000.0,6,0.68,0,0.561
30,M,Skilled Worker,Ontario,South Asia,1,High School,1,General Studies,Dentist,Health,11,TEER 1,Not Assessed,1,0.8498931219157079,1,Health,Dentist,Health Care & Social Assistance,0,59600.0,4,0.42,0,0.694
32,M,Skilled Worker,Ontario,South Asia,1,College,1,Business Administration,Restaurant Manager,Management,8,TEER 0,Partially Recognized,0,0.8714413160800064,1,"Trades, Transport & Equipment Operators",Electrician,Construction,1,55400.0,1,0.45,0,0.68
34,M,Skilled Worker,Ontario,South Asia,1,University,2,Physical Sciences,IT Analyst,Natural & Applied Sciences,9,TEER 1,Fully Recognized,0,0.8873309277880431,1,Natural & Applied Sciences,Data Analyst,Manufacturing,0,109600.0,2,0.23,1,0.909
33,M,Skilled Worker,Ontario,South Asia,1,University,2,Engineering Technology,Plumber,"Trades, Transport & Equipment Operators",10,TEER 2,Not Recognized,0,0.8758563838253973,1,Manufacturing & Utilities,Production Worker,Manufacturing,1,55900.0,10,0.45,0,0.684
25,M,Skilled Worker,Ontario,South Asia,1,University,4,Engineering,IT Analyst,Natural & Applied Sciences,0,TEER 1,Not Assessed,0,0.8703168351769119,1,"Trades, Transport & Equipment Operators",Electrician,Transportation & Warehousing,1,29100.0,17,0.87,0,0.491
28,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,4,Engineering,IT Analyst,Natural & Applied Sciences,0,TEER 1,Fully Recognized,0,0.8863273012718985,1,Natural & Applied Sciences,Data Analyst,Construction,0,83700.0,1,0.3,0,0.829
42,M,Skilled Worker,Ontario,South Asia,1,University,3,Physical Sciences,Civil Engineer,Natural & Applied Sciences,18,TEER 1,Not Recognized,0,0.8758563838253973,1,Sales & Service,Retail Sales Associate,Accommodation & Food Services,1,63000.0,1,0.4,0,0.722
32,M,Skilled Worker,Ontario,South Asia,1,University,1,Engineering,Mechanical Engineer,Natural & Applied Sciences,6,TEER 1,Fully Recognized,0,0.8873309277880431,1,Natural & Applied Sciences,IT Analyst,Information Technology,0,82500.0,5,0.31,0,0.823
27,M,Skilled Worker,Ontario,South Asia,1,University,2,Nursing,Physician,Health,0,TEER 1,Fully Recognized,1,0.8780147269152849,1,Health,Physician,Health Care & Social Assistance,0,67300.0,1,0.37,0,0.746
37,M,Skilled Worker,Ontario,South Asia,1,University,4,Health Sciences,Medical Laboratory Technologist,Health,13,TEER 1,Not Recognized,1,0.8714413160800064,1,Manufacturing & Utilities,Assembly Line Worker,Manufacturing,1,39700.0,4,0.63,0,0.581
29,M,Skilled Worker,Ontario,South Asia,1,High School,1,General Studies,HR Specialist,"Business, Finance & Administration",7,TEER 1,Fully Recognized,0,0.8668930926209821,1,"Business, Finance & Administration",Financial Analyst,Finance & Insurance,0,79000.0,3,0.32,0,0.799
27,M,Skilled Worker,Ontario,South Asia,0,College,5,Hospitality Management,Operations Manager,Management,4,TEER 0,Partially Recognized,0,0.8297367964280743,1,Sales & Service,Customer Service Representative,Retail Trade,1,38800.0,9,0.65,0,0.557
31,M,Skilled Worker,Ontario,South Asia,1,University,3,Business Administration,Bookkeeper,"Business, Finance & Administration",8,TEER 1,Fully Recognized,0,0.8873309277880431,1,"Business, Finance & Administration",Financial Analyst,Professional Services,0,103600.0,2,0.24,1,0.907
32,M,Skilled Worker,Ontario,South Asia,1,College,3,Business Administration,Bookkeeper,"Business, Finance & Administration",8,TEER 1,Not Assessed,0,0.8645683220961262,1,Sales & Service,Food Service Supervisor,Retail Trade,1,36300.0,1,0.69,0,0.553
37,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,1,Engineering,Software Developer,Natural & Applied Sciences,5,TEER 1,Fully Recognized,0,0.8912683888840068,1,Natural & Applied Sciences,Civil Engineer,Manufacturing,0,66800.0,1,0.38,0,0.748
33,M,Skilled Worker,Ontario,South Asia,1,University,3,Computer Science,Software Developer,Natural & Applied Sciences,8,TEER 1,Fully Recognized,0,0.8873309277880431,1,Natural & Applied Sciences,IT Analyst,Professional Services,0,76900.0,1,0.33,0,0.797
39,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,3,Engineering Technology,Auto Mechanic,"Trades, Transport & Equipment Operators",9,TEER 2,Not Recognized,0,0.8758563838253973,1,"Trades, Transport & Equipment Operators",Welder,Transportation & Warehousing,1,74300.0,2,0.34,0,0.78
31,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,2,Engineering Technology,Electrician,"Trades, Transport & Equipment Operators",5,TEER 2,Fully Recognized,0,0.8912683888840068,1,"Trades, Transport & Equipment Operators",Electrician,Transportation & Warehousing,0,88500.0,1,0.28,1,0.855
30,M,Skilled Worker,Ontario,South Asia,1,University,2,Nursing,Physician,Health,5,TEER 1,Not Recognized,1,0.8668930926209821,1,Manufacturing & Utilities,Warehouse Labourer,Manufacturing,1,50400.0,1,0.5,0,0.648
18,M,Skilled Worker,Ontario,South Asia,1,High School,1,General Studies,Registered Nurse,Health,2,TEER 1,Partially Recognized,1,0.8460255709966362,1,Manufacturing & Utilities,Machine Operator,Manufacturing,1,33100.0,3,0.76,0,0.519
38,M,Skilled Worker,Ontario,South Asia,1,University,1,Physical Sciences,Data Analyst,Natural & Applied Sciences,10,TEER 1,Fully Recognized,0,0.8912683888840068,1,Natural & Applied Sciences,Mechanical Engineer,Manufacturing,0,97900.0,4,0.26,1,0.896
39,M,Skilled Worker,Ontario,South Asia,1,University,4,Social Work,Social Worker,"Education, Law & Social Services",18,TEER 1,Fully Recognized,1,0.8873309277880431,1,"Education, Law & Social Services",Teacher,Health Care & Social Assistance,0,86700.0,9,0.29,1,0.844
37,M,Skilled Worker,Ontario,South Asia,0,College,1,Engineering Technology,Truck Driver,"Trades, Transport & Equipment Operators",12,TEER 2,Fully Recognized,0,0.8486129051614334,1,"Trades, Transport & Equipment Operators",Auto Mechanic,Manufacturing,0,63400.0,2,0.4,0,0.713
20,M,Skilled Worker,Ontario,South Asia,1,College,4,Engineering Technology,Civil Engineer,Natural & Applied Sciences,0,TEER 1,Partially Recognized,0,0.8657349585723855,1,Natural & Applied Sciences,Mechanical Engineer,Professional Services,0,76000.0,9,0.33,0,0.784
25,M,Skilled Worker,Ontario,South Asia,1,University,1,Pharmacy,Dentist,Health,3,TEER 1,Fully Recognized,1,0.8780147269152849,1,Health,Dentist,Health Care & Social Assistance,0,90700.0,1,0.28,1,0.858
38,M,Skilled Worker,Ontario,South Asia,0,College,2,Business Administration,Accountant,"Business, Finance & Administration",11,TEER 1,Fully Recognized,0,0.8486129051614334,1,"Business, Finance & Administration",Bookkeeper,Public Administration,0,57000.0,10,0.44,0,0.679
24,M,Skilled Worker,Ontario,South Asia,1,High School,2,General Studies,Registered Nurse,Health,4,TEER 1,Fully Recognized,1,0.8524268031720562,0,Not Employed,Not Employed,Not Applicable,0,0.0,16,1.75,0,0.341
22,M,Skilled Worker,Ontario,South Asia,0,Postgraduate,2,Computer Science,IT Analyst,Natural & Applied Sciences,4,TEER 1,Fully Recognized,0,0.8549250181088225,0,Not Employed,Not Employed,Not Applicable,0,0.0,9,1.75,0,0.342
29,M,Skilled Worker,Ontario,South Asia,1,University,3,Engineering,Data Analyst,Natural & Applied Sciences,7,TEER 1,Fully Recognized,0,0.8902954999057695,1,Natural & Applied Sciences,Mechanical Engineer,Construction,0,85900.0,1,0.29,1,0.842
36,M,Skilled Worker,Ontario,South Asia,1,College,1,Health Sciences,Pharmacist,Health,12,TEER 1,Partially Recognized,1,0.8714413160800064,1,Manufacturing & Utilities,Machine Operator,Manufacturing,1,16800.0,5,1.5,0,0.416
42,M,Skilled Worker,Ontario,South Asia,0,University,1,Health Sciences,Registered Nurse,Health,10,TEER 1,Partially Recognized,1,0.8498931219157079,1,Health,Physician,Health Care & Social Assistance,0,72300.0,2,0.35,0,0.759
