record_id,city,cmhc_centre,neighbourhood,bedroom_type,unit_type,monthly_rent,cmhc_avg_rent_2br_2025,vacancy_rate_2025,turnover_rate_2025,rent_change_pct_2024_2025,latitude,longitude,record_type,source_category,source_reference,vacancy_quality_code,rent_quality_code
SYN-0108,Toronto,Toronto CMA,Toronto area 04,2 Bedroom,Apartment,2065,2046,3,8.7,3.4,43.612047,-79.409626,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0109,Oshawa,Oshawa CMA,Oshawa area 06,2 Bedroom,Apartment,1595,1754,3.7,4.8,,43.882201,-78.79754,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0110,Peterborough,Peterborough CMA,Peterborough area 12,2 Bedroom,Apartment,1540,1518,3.1,8.4,,44.270425,-78.395013,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0111,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 09,1 Bedroom,Apartment,1570,1832,4.1,16.1,3.3,43.4069,-80.467819,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0112,Oshawa,Oshawa CMA,Oshawa area 05,3 Bedroom,Apartment,2405,1754,3.7,4.8,,43.856349,-78.904413,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0113,Barrie,Barrie CMA,Barrie area 03,2 Bedroom,Apartment,1700,1755,4.3,12.8,4.3,44.400072,-79.635048,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0114,Windsor,Windsor CMA,Windsor area 08,Studio,Apartment,1185,1454,3.7,12.2,3.6,42.329713,-83.044677,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0115,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 08,1 Bedroom,Apartment,1575,1926,3,15.4,3.4,45.344317,-75.821054,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0116,Brantford,Brantford CMA,Brantford area 05,2 Bedroom,Apartment,1860,1619,3.5,14.5,,43.069745,-80.17912,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0117,Brantford,Brantford CMA,Brantford area 09,3 Bedroom,Apartment,1845,1619,3.5,14.5,,43.158625,-80.231943,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0118,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 07,1 Bedroom,Townhouse,1340,1558,1.2,6.6,,46.451171,-80.967283,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0119,Oshawa,Oshawa CMA,Oshawa area 04,2 Bedroom,Apartment,1585,1754,3.7,4.8,,43.986618,-78.946904,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0120,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 03,2 Bedroom,Apartment,1405,1527,3.9,12.8,5.5,43.107373,-79.232645,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0121,Barrie,Barrie CMA,Barrie area 08,1 Bedroom,Townhouse,1535,1755,4.3,12.8,4.3,44.430791,-79.633489,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0122,Brantford,Brantford CMA,Brantford area 11,2 Bedroom,Apartment,1705,1619,3.5,14.5,,43.196966,-80.230123,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0123,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 03,1 Bedroom,Apartment,1355,1832,4.1,16.1,3.3,43.516926,-80.610576,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0124,Oshawa,Oshawa CMA,Oshawa area 05,2 Bedroom,Apartment,1525,1754,3.7,4.8,,43.884931,-78.874488,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0125,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 10,3 Bedroom,Townhouse,1875,1558,1.2,6.6,,46.569585,-80.924867,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0126,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 10,Studio,Apartment,1080,1527,3.9,12.8,5.5,43.251782,-79.154788,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0127,Barrie,Barrie CMA,Barrie area 08,3 Bedroom,Apartment,1915,1755,4.3,12.8,4.3,44.324438,-79.684992,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0128,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 02,1 Bedroom,Townhouse,1275,1527,3.9,12.8,5.5,43.186357,-79.249169,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0129,Windsor,Windsor CMA,Windsor area 08,1 Bedroom,Apartment,1175,1454,3.7,12.2,3.6,42.247065,-83.060297,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0130,Oshawa,Oshawa CMA,Oshawa area 08,2 Bedroom,Townhouse,1955,1754,3.7,4.8,,43.959813,-78.851896,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0131,Brantford,Brantford CMA,Brantford area 01,1 Bedroom,Apartment,1455,1619,3.5,14.5,,43.212382,-80.175341,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0132,Toronto,Toronto CMA,Toronto area 08,1 Bedroom,Apartment,1820,2046,3,8.7,3.4,43.656888,-79.349301,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0133,Toronto,Toronto CMA,Toronto area 08,2 Bedroom,Apartment,2035,2046,3,8.7,3.4,43.610806,-79.277926,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0134,Guelph,Guelph CMA,Guelph area 01,Studio,Apartment,1275,1802,3.1,15.1,4.6,43.586757,-80.300419,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0135,Thunder Bay,Thunder Bay CMA,Thunder Bay area 12,Studio,Apartment,980,1495,4,3.4,6.8,48.447329,-89.248189,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0136,Oshawa,Oshawa CMA,Oshawa area 08,2 Bedroom,Apartment,1770,1754,3.7,4.8,,43.880198,-78.870657,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0137,London,London CMA,London area 02,1 Bedroom,Apartment,1185,1651,4,15.1,4.1,42.986548,-81.141593,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0138,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 05,2 Bedroom,Townhouse,1835,1527,3.9,12.8,5.5,43.127375,-79.168014,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0139,Barrie,Barrie CMA,Barrie area 08,1 Bedroom,Apartment,1515,1755,4.3,12.8,4.3,44.421388,-79.588072,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0140,Windsor,Windsor CMA,Windsor area 04,1 Bedroom,Townhouse,1180,1454,3.7,12.2,3.6,42.305969,-83.084604,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0141,London,London CMA,London area 07,2 Bedroom,Apartment,1730,1651,4,15.1,4.1,42.948535,-81.252688,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0142,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 09,3 Bedroom,Apartment,1800,1558,1.2,6.6,,46.490766,-81.127497,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0143,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 11,3 Bedroom,Townhouse,2900,1926,3,15.4,3.4,45.32457,-75.798597,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0144,Hamilton,Hamilton CMA,Hamilton area 11,Studio,Apartment,1235,1656,3.6,13.1,1.6,43.223412,-79.818181,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0145,Brantford,Brantford CMA,Brantford area 09,2 Bedroom,Townhouse,1925,1619,3.5,14.5,,43.216888,-80.267703,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0146,Belleville,Belleville - Quinte West CMA,Belleville area 04,2 Bedroom,Apartment,1440,1484,3.4,16.9,,44.189032,-77.265845,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0147,Brantford,Brantford CMA,Brantford area 05,1 Bedroom,Apartment,1340,1619,3.5,14.5,,43.059501,-80.355845,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0148,Barrie,Barrie CMA,Barrie area 03,Studio,Apartment,1055,1755,4.3,12.8,4.3,44.348074,-79.725329,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0149,London,London CMA,London area 04,2 Bedroom,Apartment,1675,1651,4,15.1,4.1,43.059068,-81.212571,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0150,Windsor,Windsor CMA,Windsor area 08,3 Bedroom,Apartment,1835,1454,3.7,12.2,3.6,42.261338,-82.999101,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0151,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 06,2 Bedroom,Townhouse,1800,1527,3.9,12.8,5.5,43.090995,-79.262876,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0152,Oshawa,Oshawa CMA,Oshawa area 05,2 Bedroom,Townhouse,1770,1754,3.7,4.8,,43.935163,-78.87778,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0153,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 12,3 Bedroom,Townhouse,2575,1832,4.1,16.1,3.3,43.423392,-80.548737,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0154,Oshawa,Oshawa CMA,Oshawa area 11,Studio,Townhouse,1345,1754,3.7,4.8,,43.851996,-78.847501,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0155,Belleville,Belleville - Quinte West CMA,Belleville area 06,3 Bedroom,Townhouse,2130,1484,3.4,16.9,,44.217948,-77.458443,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0156,London,London CMA,London area 11,2 Bedroom,Apartment,1420,1651,4,15.1,4.1,43.020453,-81.184899,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0157,Hamilton,Hamilton CMA,Hamilton area 02,2 Bedroom,Apartment,1610,1656,3.6,13.1,1.6,43.271615,-79.807291,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0158,Oshawa,Oshawa CMA,Oshawa area 09,1 Bedroom,Townhouse,1670,1754,3.7,4.8,,43.832228,-78.967895,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0159,Peterborough,Peterborough CMA,Peterborough area 05,2 Bedroom,Apartment,1560,1518,3.1,8.4,,44.374038,-78.324773,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0160,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 04,2 Bedroom,Townhouse,1975,1926,3,15.4,3.4,45.514079,-75.799565,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0161,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 06,3 Bedroom,Apartment,2040,1558,1.2,6.6,,46.444592,-81.102349,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0162,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 01,2 Bedroom,Apartment,1590,1527,3.9,12.8,5.5,43.081069,-79.31988,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0163,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 11,3 Bedroom,Apartment,2220,1926,3,15.4,3.4,45.414354,-75.639904,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0164,Thunder Bay,Thunder Bay CMA,Thunder Bay area 08,Studio,Apartment,930,1495,4,3.4,6.8,48.470152,-89.306611,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0165,Guelph,Guelph CMA,Guelph area 09,Studio,Apartment,1160,1802,3.1,15.1,4.6,43.634676,-80.193985,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0166,Thunder Bay,Thunder Bay CMA,Thunder Bay area 08,2 Bedroom,Apartment,1565,1495,4,3.4,6.8,48.457983,-89.201049,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0167,Thunder Bay,Thunder Bay CMA,Thunder Bay area 06,3 Bedroom,Apartment,1970,1495,4,3.4,6.8,48.369577,-89.112026,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0168,Guelph,Guelph CMA,Guelph area 06,3 Bedroom,Apartment,2250,1802,3.1,15.1,4.6,43.553693,-80.116352,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0169,Belleville,Belleville - Quinte West CMA,Belleville area 04,1 Bedroom,Apartment,1435,1484,3.4,16.9,,44.227638,-77.497041,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0170,Barrie,Barrie CMA,Barrie area 10,Studio,Apartment,1150,1755,4.3,12.8,4.3,44.338114,-79.794995,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0171,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 10,Studio,Apartment,1100,1832,4.1,16.1,3.3,43.3982,-80.416912,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0172,Barrie,Barrie CMA,Barrie area 03,1 Bedroom,Apartment,1335,1755,4.3,12.8,4.3,44.486905,-79.679045,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0173,Guelph,Guelph CMA,Guelph area 01,2 Bedroom,Apartment,1890,1802,3.1,15.1,4.6,43.602486,-80.223683,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0174,Kingston,Kingston CMA,Kingston area 12,1 Bedroom,Apartment,1520,1764,2.4,17.3,2.4,44.279544,-76.478719,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0175,Brantford,Brantford CMA,Brantford area 01,1 Bedroom,Apartment,1280,1619,3.5,14.5,,43.140168,-80.142317,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0176,Oshawa,Oshawa CMA,Oshawa area 07,1 Bedroom,Apartment,1435,1754,3.7,4.8,,43.809265,-78.871634,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0177,Thunder Bay,Thunder Bay CMA,Thunder Bay area 03,2 Bedroom,Townhouse,1585,1495,4,3.4,6.8,48.460753,-89.301267,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0178,Brantford,Brantford CMA,Brantford area 05,1 Bedroom,Apartment,1225,1619,3.5,14.5,,43.115581,-80.237706,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0179,Toronto,Toronto CMA,Toronto area 09,2 Bedroom,Townhouse,2420,2046,3,8.7,3.4,43.723759,-79.341483,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0180,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 07,1 Bedroom,Apartment,1605,1832,4.1,16.1,3.3,43.434363,-80.402296,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0181,Thunder Bay,Thunder Bay CMA,Thunder Bay area 08,2 Bedroom,Apartment,1345,1495,4,3.4,6.8,48.35576,-89.352299,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0182,Brantford,Brantford CMA,Brantford area 12,Studio,Apartment,1155,1619,3.5,14.5,,43.058046,-80.374977,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0183,Peterborough,Peterborough CMA,Peterborough area 06,2 Bedroom,Apartment,1395,1518,3.1,8.4,,44.275029,-78.425284,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0184,Thunder Bay,Thunder Bay CMA,Thunder Bay area 06,3 Bedroom,Apartment,1745,1495,4,3.4,6.8,48.47458,-89.217464,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0185,Guelph,Guelph CMA,Guelph area 09,2 Bedroom,Apartment,1890,1802,3.1,15.1,4.6,43.614255,-80.289557,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0186,Peterborough,Peterborough CMA,Peterborough area 09,Studio,Apartment,1105,1518,3.1,8.4,,44.32392,-78.233834,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0187,Barrie,Barrie CMA,Barrie area 06,2 Bedroom,Apartment,1860,1755,4.3,12.8,4.3,44.441882,-79.572322,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0188,Barrie,Barrie CMA,Barrie area 03,1 Bedroom,Apartment,1455,1755,4.3,12.8,4.3,44.402664,-79.718068,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0189,Barrie,Barrie CMA,Barrie area 06,Studio,Apartment,1125,1755,4.3,12.8,4.3,44.320882,-79.743018,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0190,Brantford,Brantford CMA,Brantford area 11,3 Bedroom,Apartment,2105,1619,3.5,14.5,,43.070882,-80.232102,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0191,Brantford,Brantford CMA,Brantford area 02,1 Bedroom,Townhouse,1320,1619,3.5,14.5,,43.094033,-80.194523,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0192,Peterborough,Peterborough CMA,Peterborough area 09,1 Bedroom,Apartment,1255,1518,3.1,8.4,,44.344744,-78.29367,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0193,Oshawa,Oshawa CMA,Oshawa area 03,Studio,Townhouse,1320,1754,3.7,4.8,,43.837985,-78.742199,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0194,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 03,1 Bedroom,Apartment,1250,1527,3.9,12.8,5.5,43.060946,-79.179174,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0195,Hamilton,Hamilton CMA,Hamilton area 12,1 Bedroom,Apartment,1165,1656,3.6,13.1,1.6,43.31694,-79.988613,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0196,Belleville,Belleville - Quinte West CMA,Belleville area 10,1 Bedroom,Townhouse,1315,1484,3.4,16.9,,44.247032,-77.282244,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0197,Thunder Bay,Thunder Bay CMA,Thunder Bay area 10,2 Bedroom,Townhouse,1585,1495,4,3.4,6.8,48.47414,-89.346507,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0198,Toronto,Toronto CMA,Toronto area 04,2 Bedroom,Apartment,2200,2046,3,8.7,3.4,43.570826,-79.287977,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0199,Thunder Bay,Thunder Bay CMA,Thunder Bay area 03,2 Bedroom,Apartment,1420,1495,4,3.4,6.8,48.348803,-89.297967,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
